https://www.mashable.com/,No,676,1,2020-04-03T18:50:11.405
https://www.thenextweb.com/  ,No,29595,1,2020-04-03T18:50:15.446
https://www.thenextweb.com/  ,No,911,2,2020-04-03T18:52:43.881
https://www.mashable.com/,No,495,3,2020-04-03T18:53:42.732
https://www.thenextweb.com/  ,No,1418,3,2020-04-03T18:53:45.893
https://www.mashable.com/,No,574,4,2020-04-03T18:54:32.334
https://www.thenextweb.com/  ,No,1825,4,2020-04-03T18:54:34.370
https://www.mashable.com/,No,264,5,2020-04-03T18:55:18.166
https://www.thenextweb.com/  ,No,784,5,2020-04-03T18:55:19.308
https://www.mashable.com/,No,230,6,2020-04-03T18:55:47.241
https://www.thenextweb.com/  ,No,794,6,2020-04-03T18:55:47.956
https://www.mashable.com/,No,236,7,2020-04-03T18:56:15.400
https://www.thenextweb.com/  ,No,964,7,2020-04-03T18:56:16.156
https://www.mashable.com/,No,232,8,2020-04-03T18:56:47.102
https://www.thenextweb.com/  ,No,901,8,2020-04-03T18:56:47.933
https://www.mashable.com/,No,261,9,2020-04-03T18:57:15.199
https://www.thenextweb.com/  ,No,841,9,2020-04-03T18:57:15.962
https://www.mashable.com/,No,863,10,2020-04-03T18:57:43.339
https://www.thenextweb.com/  ,No,848,10,2020-04-03T18:57:44.736
https://www.mashable.com/,No,231,11,2020-04-03T18:58:13.404
https://www.thenextweb.com/  ,No,1216,11,2020-04-03T18:58:14.513
https://www.mashable.com/,No,222,1,2020-04-03T18:59:24.675
https://www.thenextweb.com/  ,No,1022,1,2020-04-03T18:59:25.782
https://www.mashable.com/,No,228,2,2020-04-03T18:59:56.686
https://www.thenextweb.com/  ,No,804,2,2020-04-03T18:59:57.385
https://www.mashable.com/,No,226,3,2020-04-03T19:00:25.807
https://www.thenextweb.com/  ,No,833,3,2020-04-03T19:00:26.509
https://www.mashable.com/,No,366,4,2020-04-03T19:01:09.625
https://www.thenextweb.com/  ,No,924,4,2020-04-03T19:01:11.095
https://www.mashable.com/,No,248,5,2020-04-03T19:01:50.480
https://www.thenextweb.com/  ,No,1014,5,2020-04-03T19:01:53.614
https://www.mashable.com/,No,272,6,2020-04-03T19:02:25.116
https://www.thenextweb.com/  ,No,887,6,2020-04-03T19:02:26.249
https://www.mashable.com/,No,265,7,2020-04-03T19:02:54.582
https://www.thenextweb.com/  ,No,1225,7,2020-04-03T19:02:55.332
https://www.mashable.com/,No,811,8,2020-04-03T19:04:01.888
https://www.thenextweb.com/  ,No,896,8,2020-04-03T19:04:18.451
https://www.mashable.com/,No,240,9,2020-04-03T19:05:20.379
https://www.thenextweb.com/  ,No,966,9,2020-04-03T19:05:22.526
https://www.mashable.com/,No,316,10,2020-04-03T19:06:04.800
https://www.thenextweb.com/  ,No,1276,10,2020-04-03T19:06:05.873
https://www.mashable.com/,No,268,11,2020-04-03T19:06:39.126
https://www.thenextweb.com/  ,No,1519,11,2020-04-03T19:06:40.304
https://www.mashable.com/,No,229,12,2020-04-03T19:07:12.720
https://www.thenextweb.com/  ,No,1036,12,2020-04-03T19:07:13.454
https://www.mashable.com/,No,260,13,2020-04-03T19:07:43.439
https://www.thenextweb.com/  ,No,841,13,2020-04-03T19:07:44.914
https://www.mashable.com/,No,336,14,2020-04-03T19:08:48.594
https://www.thenextweb.com/  ,No,1755,14,2020-04-03T19:08:49.671
