https://www.mashable.com/,No,225,0,2020-04-07T09:22:12.573
https://www.thenextweb.com/  ,No,564,0,2020-04-07T09:22:13.856
https://www.mashable.com/,No,914,0,2020-04-07T09:28:29.938
https://www.thenextweb.com/  ,No,421,0,2020-04-07T09:28:31.743
https://www.mashable.com/,No,229,0,2020-04-07T09:36:41.676
https://www.thenextweb.com/  ,No,442,0,2020-04-07T09:36:42.751
https://www.mashable.com/,No,226,0,2020-04-07T09:37:02.923
https://www.thenextweb.com/  ,No,378,0,2020-04-07T09:37:03.707
https://www.mashable.com/,No,231,9,2020-04-07T09:52:17.759
https://www.thenextweb.com/  ,No,480,10,2020-04-07T09:52:18.921
https://www.mashable.com/,No,225,9,2020-04-07T09:52:39.272
https://www.thenextweb.com/  ,No,365,10,2020-04-07T09:52:39.988
https://www.mashable.com/,No,223,9,2020-04-07T09:53:00.133
https://www.thenextweb.com/  ,No,353,10,2020-04-07T09:53:00.829
https://www.mashable.com/,No,222,9,2020-04-07T09:53:20.144
https://www.thenextweb.com/  ,No,347,10,2020-04-07T09:53:20.895
https://www.mashable.com/,No,227,9,2020-04-07T09:53:40.127
https://www.thenextweb.com/  ,No,373,10,2020-04-07T09:53:41.009
https://www.mashable.com/,No,227,9,2020-04-07T09:54:00.027
https://www.thenextweb.com/  ,No,377,10,2020-04-07T09:54:00.786
https://www.mashable.com/,No,234,9,2020-04-07T09:54:21.262
https://www.thenextweb.com/  ,No,359,10,2020-04-07T09:54:21.983
https://www.mashable.com/,No,235,9,2020-04-07T09:54:41.655
https://www.thenextweb.com/  ,No,377,10,2020-04-07T09:54:42.420
https://www.mashable.com/,No,234,9,2020-04-07T09:55:02.937
https://www.thenextweb.com/  ,No,371,10,2020-04-07T09:55:03.761
https://www.mashable.com/,No,246,9,2020-04-07T09:55:23.369
https://www.thenextweb.com/  ,No,388,10,2020-04-07T09:55:24.098
https://www.mashable.com/,No,234,9,2020-04-07T09:55:43.190
https://www.thenextweb.com/  ,No,396,10,2020-04-07T09:55:43.944
https://www.mashable.com/,No,226,9,2020-04-07T09:56:04.861
https://www.thenextweb.com/  ,No,347,10,2020-04-07T09:56:05.597
